model,fs_method,k,accuracy
lr,nofs,13,0.8407407407407407,0.838878376219483,0.8517755746432216,0.8407407407407407,0.9077777777777778
nb,nofs,13,0.8407407407407407,0.8395543753054635,0.8463423495531337,0.8407407407407407,0.9055555555555557
knn,nofs,13,0.8074074074074075,0.8053868936825326,0.8172133345765957,0.8074074074074075,0.8555555555555554
rf,nofs,13,0.8296296296296296,0.8273481483014233,0.8368073949136902,0.8296296296296296,0.8975
dt,nofs,13,0.7296296296296296,0.7270827552731352,0.7343222499130652,0.7296296296296296,0.7233333333333334
gb,nofs,13,0.8037037037037036,0.8019224269574903,0.8126354355521022,0.8037037037037036,0.8727777777777778
ab,nofs,13,0.8407407407407407,0.8385233668672536,0.8489186628931211,0.8407407407407407,0.8850000000000001
svc,nofs,13,0.8407407407407408,0.8392115288175127,0.8479913836879781,0.8407407407407408,0.9022222222222223
ri,nofs,13,0.837037037037037,0.8351440211747831,0.8477666206342678,0.837037037037037,0.9077777777777778
xgb,nofs,13,0.8074074074074072,0.805819092488828,0.818342251669135,0.8074074074074072,0.8927777777777777
lr,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
nb,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
knn,corr,1,0.5777777777777777,0.46842085670712114,0.5215216828260306,0.5777777777777777,0.7091666666666667
rf,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
dt,corr,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
gb,corr,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
ab,corr,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
svc,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
ri,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
xgb,corr,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
lr,tree,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
nb,tree,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
knn,tree,1,0.5777777777777777,0.46842085670712114,0.5215216828260306,0.5777777777777777,0.7091666666666667
rf,tree,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
dt,tree,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
gb,tree,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
ab,tree,1,0.7555555555555555,0.7515293739591555,0.7685487932546755,0.7555555555555555,0.7675
svc,tree,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
ri,tree,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
xgb,tree,1,0.762962962962963,0.7603923448506198,0.7730671915230739,0.762962962962963,0.7675
lr,var,1,0.5888888888888888,0.5873411217391243,0.5982093260769731,0.5888888888888888,0.5919444444444444
nb,var,1,0.5888888888888888,0.5873411217391243,0.5982093260769731,0.5888888888888888,0.5919444444444444
knn,var,1,0.5851851851851853,0.5683263434140012,0.5666552229542426,0.5851851851851853,0.5755555555555556
rf,var,1,0.5851851851851853,0.5838659775907684,0.5948002351678823,0.5851851851851853,0.5830555555555555
dt,var,1,0.5851851851851853,0.5838659775907684,0.5948002351678823,0.5851851851851853,0.5830555555555555
gb,var,1,0.5851851851851853,0.5838659775907684,0.5948002351678823,0.5851851851851853,0.5830555555555555
ab,var,1,0.5851851851851853,0.5838659775907684,0.5948002351678823,0.5851851851851853,0.5830555555555555
svc,var,1,0.5888888888888889,0.5879724348704375,0.5988629208482151,0.5888888888888889,0.5802777777777777
ri,var,1,0.5888888888888888,0.5873411217391243,0.5982093260769731,0.5888888888888888,0.5919444444444444
xgb,var,1,0.5851851851851853,0.5838659775907684,0.5948002351678823,0.5851851851851853,0.5830555555555555
lr,lrs,1,0.7407407407407407,0.7385368511157432,0.743408470614353,0.7407407407407407,0.7491666666666668
nb,lrs,1,0.6703703703703704,0.6327613300368718,0.7071831147918104,0.6703703703703704,0.7491666666666668
knn,lrs,1,0.6740740740740742,0.6377045349800767,0.7061316970737261,0.6740740740740742,0.7327777777777778
rf,lrs,1,0.7407407407407407,0.7385368511157432,0.743408470614353,0.7407407407407407,0.7469444444444445
dt,lrs,1,0.7407407407407407,0.7385368511157432,0.743408470614353,0.7407407407407407,0.7469444444444445
gb,lrs,1,0.7407407407407407,0.7385368511157432,0.743408470614353,0.7407407407407407,0.7469444444444445
ab,lrs,1,0.7407407407407407,0.7385368511157432,0.743408470614353,0.7407407407407407,0.7469444444444445
